Gene stable ID	UniProtKB/Swiss-Prot ID
ENSMUSG00000021373	
ENSMUSG00000054498	
ENSMUSG00000078131	
ENSMUSG00000021102	Q80Y14
ENSMUSG00000054893	
ENSMUSG00000025873	Q3TDN2
ENSMUSG00000061295	
ENSMUSG00000049809	Q3V2C1
ENSMUSG00000025873	
ENSMUSG00000075115	
ENSMUSG00000079001	
ENSMUSG00000059142	
ENSMUSG00000025001	Q60848
ENSMUSG00000057674	
ENSMUSG00000025001	
ENSMUSG00000096477	
ENSMUSG00000047222	
ENSMUSG00000076770	
ENSMUSG00000098814	
ENSMUSG00000073896	
ENSMUSG00000033688	Q9DBD0
ENSMUSG00000028799	
ENSMUSG00000033688	
ENSMUSG00000022225	P21844
ENSMUSG00000001569	Q3UFM5
ENSMUSG00000037703	A2AHG0
ENSMUSG00000026308	Q8C3F7
ENSMUSG00000024610	P04441
ENSMUSG00000013928	
ENSMUSG00000022225	
ENSMUSG00000092021	
ENSMUSG00000037579	Q9WVJ0
ENSMUSG00000030243	Q9Z129
ENSMUSG00000027215	P40237
ENSMUSG00000020228	Q6NVF4
ENSMUSG00000096478	
ENSMUSG00000030243	
ENSMUSG00000041757	Q7TQG1
ENSMUSG00000020228	
ENSMUSG00000021136	
ENSMUSG00000095426	
ENSMUSG00000054892	
ENSMUSG00000054892	P42682
ENSMUSG00000090247	
ENSMUSG00000034973	
ENSMUSG00000090247	O55102
ENSMUSG00000027997	O08738
ENSMUSG00000029233	Q9WUP4
ENSMUSG00000030592	
ENSMUSG00000029502	
ENSMUSG00000019082	Q9D6M3
ENSMUSG00000030592	E9PZQ0
ENSMUSG00000048126	
ENSMUSG00000027482	
ENSMUSG00000029233	
ENSMUSG00000027482	Q9D9J8
ENSMUSG00000094254	
ENSMUSG00000041353	
ENSMUSG00000104213	
ENSMUSG00000025350	O55240
ENSMUSG00000022503	Q9R060
ENSMUSG00000025350	
ENSMUSG00000022503	
ENSMUSG00000001566	
ENSMUSG00000001566	Q9QZW9
ENSMUSG00000019082	
ENSMUSG00000074093	Q3UZP4
ENSMUSG00000029098	Q9EPL9
ENSMUSG00000020722	O70578
ENSMUSG00000029098	
ENSMUSG00000074093	
ENSMUSG00000039231	O54864
ENSMUSG00000031503	P08122
ENSMUSG00000027215	
ENSMUSG00000028926	O35495
ENSMUSG00000039231	
ENSMUSG00000030744	P62908
ENSMUSG00000030744	
ENSMUSG00000056220	P47713
ENSMUSG00000056220	
ENSMUSG00000065979	Q8BFS6
ENSMUSG00000037188	Q5FWH3
ENSMUSG00000038260	
ENSMUSG00000047094	
ENSMUSG00000065979	
ENSMUSG00000050908	
ENSMUSG00000037020	
ENSMUSG00000047443	Q6PGN1
ENSMUSG00000047443	
ENSMUSG00000047094	Q8BGX4
ENSMUSG00000051313	
ENSMUSG00000025429	
ENSMUSG00000025531	
ENSMUSG00000028926	
ENSMUSG00000074997	
ENSMUSG00000040123	Q3U2E2
ENSMUSG00000031586	Q9WVB0
ENSMUSG00000030682	Q8VDP6
ENSMUSG00000094445	J3QM76
ENSMUSG00000040123	
ENSMUSG00000043501	Q9CQW5
ENSMUSG00000031586	
ENSMUSG00000030682	
ENSMUSG00000020261	Q8K4D3
ENSMUSG00000094445	
ENSMUSG00000076617	
ENSMUSG00000030443	Q3V080
ENSMUSG00000020261	
ENSMUSG00000049521	
ENSMUSG00000032064	Q80Y83
ENSMUSG00000025429	Q99M15
ENSMUSG00000051176	
ENSMUSG00000030752	Q9CXT6
ENSMUSG00000055610	
ENSMUSG00000022176	
ENSMUSG00000030443	
ENSMUSG00000030752	
ENSMUSG00000032555	Q6ZQF0
ENSMUSG00000042389	
ENSMUSG00000097075	
ENSMUSG00000032555	
ENSMUSG00000094792	
ENSMUSG00000031202	Q8BHC1
ENSMUSG00000032033	O08686
ENSMUSG00000100467	
ENSMUSG00000076531	
ENSMUSG00000027483	P97361
ENSMUSG00000042389	Q6P7W5
ENSMUSG00000026309	
ENSMUSG00000076532	
ENSMUSG00000109398	
ENSMUSG00000021819	Q3UHH1
ENSMUSG00000095774	
ENSMUSG00000028610	
ENSMUSG00000022899	
ENSMUSG00000028610	A2A9I7
ENSMUSG00000021819	
ENSMUSG00000049232	Q0VBL1
ENSMUSG00000030154	
ENSMUSG00000001630	Q7TSE6
ENSMUSG00000072259	Q3V0A6
ENSMUSG00000032064	
ENSMUSG00000001630	
ENSMUSG00000020775	Q8K2M0
ENSMUSG00000071650	Q8BHN3
ENSMUSG00000092111	
ENSMUSG00000046671	Q9CWE0
ENSMUSG00000030154	Q8VD98
ENSMUSG00000010136	Q9D9W1
ENSMUSG00000093934	
ENSMUSG00000034867	Q3UMR0
ENSMUSG00000026309	Q8R0F6
ENSMUSG00000021647	P56388
ENSMUSG00000034867	
ENSMUSG00000036466	Q80T91
ENSMUSG00000053093	Q91Z83
ENSMUSG00000046671	
ENSMUSG00000045441	Q8BWS5
ENSMUSG00000044468	Q5SSF7
ENSMUSG00000000154	
ENSMUSG00000057497	Q9CR98
ENSMUSG00000040616	Q99LG1
ENSMUSG00000043873	
ENSMUSG00000068011	
ENSMUSG00000054204	Q80UG6
ENSMUSG00000057497	
ENSMUSG00000094449	
ENSMUSG00000069135	Q66JX5
ENSMUSG00000053093	
ENSMUSG00000020546	Q9WV89
ENSMUSG00000009647	
ENSMUSG00000108127	
ENSMUSG00000016128	Q923Q2
ENSMUSG00000059023	
ENSMUSG00000020546	
ENSMUSG00000031631	
ENSMUSG00000016128	
ENSMUSG00000055571	
ENSMUSG00000036466	
ENSMUSG00000027574	
ENSMUSG00000000838	
ENSMUSG00000070639	Q5DU41
ENSMUSG00000021748	Q9D051
ENSMUSG00000009647	Q3UMR5
ENSMUSG00000090700	
ENSMUSG00000095390	
ENSMUSG00000069135	
ENSMUSG00000076618	
ENSMUSG00000038260	Q7TN37
ENSMUSG00000022671	Q9CQ25
ENSMUSG00000031631	Q6ZPR1
ENSMUSG00000021123	Q8BYK4
ENSMUSG00000022671	
ENSMUSG00000048626	Q8CFA7
ENSMUSG00000038024	A6H8H2
ENSMUSG00000021123	
ENSMUSG00000050812	Q6PDI5
ENSMUSG00000025130	P09103
ENSMUSG00000107011	
ENSMUSG00000038024	
ENSMUSG00000027484	Q9CQX3
ENSMUSG00000025130	
ENSMUSG00000021037	
ENSMUSG00000043943	
ENSMUSG00000050812	
ENSMUSG00000044573	Q9D358
ENSMUSG00000043943	Q9CZR2
ENSMUSG00000061086	
ENSMUSG00000035898	Q8C7R4
ENSMUSG00000011158	
ENSMUSG00000035898	
ENSMUSG00000021037	Q8BK64
ENSMUSG00000027574	Q9JMG4
ENSMUSG00000015733	P47754
ENSMUSG00000044573	
ENSMUSG00000022889	Q9JKF7
ENSMUSG00000079395	
ENSMUSG00000031621	A1A546
ENSMUSG00000001909	
ENSMUSG00000015733	
ENSMUSG00000094176	
ENSMUSG00000002803	
ENSMUSG00000072930	
ENSMUSG00000076619	
ENSMUSG00000063900	
ENSMUSG00000020723	Q9JJV4
ENSMUSG00000002803	Q8K2J9
ENSMUSG00000032118	
ENSMUSG00000038446	Q9DC48
ENSMUSG00000043614	Q810I0
ENSMUSG00000020092	
ENSMUSG00000032803	Q4VAA2
ENSMUSG00000038641	Q8VCX1
ENSMUSG00000041592	Q6V4S5
ENSMUSG00000032900	Q9D9I1
ENSMUSG00000091601	
ENSMUSG00000076533	
ENSMUSG00000032900	
ENSMUSG00000062426	
ENSMUSG00000032803	
ENSMUSG00000034663	Q91Z96
ENSMUSG00000022577	Q9WUC3
ENSMUSG00000041592	
ENSMUSG00000031502	P02463
ENSMUSG00000095088	
ENSMUSG00000031502	
ENSMUSG00000090556	
ENSMUSG00000051375	
ENSMUSG00000048516	Q9R158
ENSMUSG00000027994	Q810S1
ENSMUSG00000030750	
ENSMUSG00000050190	
ENSMUSG00000027994	
ENSMUSG00000105393	
ENSMUSG00000006457	O88990
ENSMUSG00000049882	Q8C436
ENSMUSG00000020745	P63005
ENSMUSG00000022577	
ENSMUSG00000059112	
ENSMUSG00000047638	Q60641
ENSMUSG00000049882	
ENSMUSG00000079058	
ENSMUSG00000020745	
ENSMUSG00000024077	O55106
ENSMUSG00000001441	
ENSMUSG00000027582	Q8VDM1
ENSMUSG00000076620	
ENSMUSG00000024077	
ENSMUSG00000035681	
ENSMUSG00000015133	Q3UHC2
ENSMUSG00000032118	Q8K0X8
ENSMUSG00000035681	Q14B80
ENSMUSG00000040606	
ENSMUSG00000027582	
ENSMUSG00000015133	
ENSMUSG00000004771	P62492
ENSMUSG00000055150	
ENSMUSG00000068290	
ENSMUSG00000055725	Q6TCG8
ENSMUSG00000004771	
ENSMUSG00000040606	Q69ZS8
ENSMUSG00000001441	Q11011
ENSMUSG00000032417	
ENSMUSG00000038291	
ENSMUSG00000021791	
ENSMUSG00000038291	Q3ZT31
ENSMUSG00000055725	
ENSMUSG00000029462	Q9QZ88
ENSMUSG00000031351	
ENSMUSG00000015519	
ENSMUSG00000029462	
ENSMUSG00000079244	
ENSMUSG00000060863	
ENSMUSG00000068290	Q80WW9
ENSMUSG00000060863	P56841
ENSMUSG00000019338	Q9D2D7
ENSMUSG00000091142	
ENSMUSG00000037808	Q80XP8
ENSMUSG00000095689	
ENSMUSG00000076621	
ENSMUSG00000091296	
ENSMUSG00000037808	
ENSMUSG00000034145	Q8CBX0
ENSMUSG00000022414	Q8CF89
ENSMUSG00000019338	
ENSMUSG00000023829	
ENSMUSG00000037851	Q8BU30
ENSMUSG00000022414	
ENSMUSG00000015519	Q8C6C9
ENSMUSG00000037851	
ENSMUSG00000030016	Q61464
ENSMUSG00000070448	
ENSMUSG00000034145	
ENSMUSG00000022494	Q9CZN4
ENSMUSG00000032556	Q6NVD9
ENSMUSG00000022494	
ENSMUSG00000053062	Q9JI59
ENSMUSG00000035246	Q811Q9
ENSMUSG00000053062	
ENSMUSG00000066196	
ENSMUSG00000032128	
ENSMUSG00000029463	Q9DB54
ENSMUSG00000023829	O08966
ENSMUSG00000040717	Q8JZL1
ENSMUSG00000040717	
ENSMUSG00000076534	
ENSMUSG00000047014	A2RTF1
ENSMUSG00000035186	P63072
ENSMUSG00000038671	
ENSMUSG00000047014	
ENSMUSG00000043827	
ENSMUSG00000002881	
ENSMUSG00000066196	Q3V0Q6
ENSMUSG00000064084	
ENSMUSG00000042757	Q8BHE4
ENSMUSG00000049561	
ENSMUSG00000108981	
ENSMUSG00000075602	P05533
ENSMUSG00000002881	Q61122
ENSMUSG00000028226	
ENSMUSG00000045201	Q8VCH9
ENSMUSG00000075602	
ENSMUSG00000042757	
ENSMUSG00000037523	
ENSMUSG00000050424	
ENSMUSG00000000606	
ENSMUSG00000050424	Q5DTT8
ENSMUSG00000046287	Q8JZW8
ENSMUSG00000029464	
ENSMUSG00000074749	Q3UXL4
ENSMUSG00000031074	
ENSMUSG00000022890	P97450
ENSMUSG00000038671	Q8BXL7
ENSMUSG00000074749	
ENSMUSG00000028226	Q9WTR0
ENSMUSG00000096024	
ENSMUSG00000052428	Q921L3
ENSMUSG00000052428	
ENSMUSG00000068289	
ENSMUSG00000043518	Q9QVY8
ENSMUSG00000068399	
ENSMUSG00000020841	O89001
ENSMUSG00000015971	Q8R2S9
ENSMUSG00000094715	
ENSMUSG00000037474	
ENSMUSG00000022890	
ENSMUSG00000015971	
ENSMUSG00000022822	Q9R1X5
ENSMUSG00000026303	
ENSMUSG00000029464	Q9D3W4
ENSMUSG00000039414	Q8C547
ENSMUSG00000039414	
ENSMUSG00000040187	Q2VPD4
ENSMUSG00000050994	
ENSMUSG00000027173	Q91WS7
ENSMUSG00000020541	Q923U0
ENSMUSG00000043811	Q99PI8
ENSMUSG00000040187	
ENSMUSG00000058407	Q9CQ79
ENSMUSG00000025132	Q99PT1
ENSMUSG00000040016	
ENSMUSG00000026803	Q62187
ENSMUSG00000020307	Q8CFI2
ENSMUSG00000058407	
ENSMUSG00000025231	Q9Z0P7
ENSMUSG00000038861	Q8BKC8
ENSMUSG00000020541	
ENSMUSG00000020307	
ENSMUSG00000047675	P62242
ENSMUSG00000021062	
ENSMUSG00000038861	
ENSMUSG00000040373	Q8VHW4
ENSMUSG00000037523	Q8VCF0
ENSMUSG00000091794	
ENSMUSG00000022822	
ENSMUSG00000030802	O55028
ENSMUSG00000037474	Q3TLR7
ENSMUSG00000025231	
ENSMUSG00000030802	
ENSMUSG00000008976	Q00422
ENSMUSG00000030353	
ENSMUSG00000020544	Q6P8I6
ENSMUSG00000015966	
ENSMUSG00000020544	
ENSMUSG00000090077	
ENSMUSG00000071649	P58158
ENSMUSG00000071649	
ENSMUSG00000050668	
ENSMUSG00000064121	
ENSMUSG00000039608	
ENSMUSG00000021913	
ENSMUSG00000050994	G3UZ78
ENSMUSG00000079845	
ENSMUSG00000010760	O08969
ENSMUSG00000015966	Q9JIP3
ENSMUSG00000071648	P32958
ENSMUSG00000094028	
ENSMUSG00000042581	Q6P4U0
ENSMUSG00000090077	Q9EQR5
ENSMUSG00000010760	
ENSMUSG00000042581	
ENSMUSG00000057447	
ENSMUSG00000061549	
ENSMUSG00000041477	
ENSMUSG00000041477	Q3U564
ENSMUSG00000027359	O35488
ENSMUSG00000074261	
ENSMUSG00000027359	
ENSMUSG00000033373	Q8K2I1
ENSMUSG00000055435	P54843
ENSMUSG00000033373	
ENSMUSG00000026918	Q8K2F0
ENSMUSG00000063320	Q8BTC1
ENSMUSG00000041000	
ENSMUSG00000024037	
ENSMUSG00000026918	
ENSMUSG00000028470	Q9D0S9
ENSMUSG00000029403	Q9QUK0
ENSMUSG00000064329	
ENSMUSG00000032182	Q99LP8
ENSMUSG00000042808	
ENSMUSG00000041000	Q80V85
ENSMUSG00000063320	
ENSMUSG00000021470	Q9JIM3
ENSMUSG00000092401	
ENSMUSG00000061798	
ENSMUSG00000031026	
ENSMUSG00000090258	Q6DG52
ENSMUSG00000110723	
ENSMUSG00000032182	
ENSMUSG00000066359	P56840
ENSMUSG00000066359	
ENSMUSG00000062757	
ENSMUSG00000090258	
ENSMUSG00000048429	Q8BGX2
ENSMUSG00000020168	
ENSMUSG00000029403	
ENSMUSG00000056941	Q8BG94
ENSMUSG00000000701	P56845
ENSMUSG00000071342	Q3UQS2
ENSMUSG00000031026	Q924W6
ENSMUSG00000021470	
ENSMUSG00000073424	
ENSMUSG00000038916	Q6NZL0
ENSMUSG00000038916	
ENSMUSG00000026204	
ENSMUSG00000020014	Q8C6S9
ENSMUSG00000068876	
ENSMUSG00000032418	P06801
ENSMUSG00000020014	
ENSMUSG00000032418	
ENSMUSG00000021932	
ENSMUSG00000024442	Q9DCV6
ENSMUSG00000056941	
ENSMUSG00000024442	
ENSMUSG00000034467	Q9DAJ5
ENSMUSG00000029141	
ENSMUSG00000030465	
ENSMUSG00000096834	
ENSMUSG00000004360	
ENSMUSG00000032487	Q05769
ENSMUSG00000090550	
ENSMUSG00000021646	
ENSMUSG00000032487	
ENSMUSG00000038879	
ENSMUSG00000038045	
ENSMUSG00000021932	Q80ZV0
ENSMUSG00000038045	P0CC03
ENSMUSG00000032558	Q7TNH6
ENSMUSG00000069237	
ENSMUSG00000030748	P16382
ENSMUSG00000032558	
ENSMUSG00000040919	Q5SPV6
ENSMUSG00000030748	
ENSMUSG00000057378	A2AGL3
ENSMUSG00000026414	
ENSMUSG00000074502	Q3USZ2
ENSMUSG00000036110	Q5SZA1
ENSMUSG00000014355	P53995
ENSMUSG00000040919	
ENSMUSG00000005373	
ENSMUSG00000021646	Q3ULD5
ENSMUSG00000063931	Q11136
ENSMUSG00000014355	
ENSMUSG00000026414	P50752
ENSMUSG00000057378	
ENSMUSG00000063931	
ENSMUSG00000048281	Q8CHZ8
ENSMUSG00000107068	
ENSMUSG00000035621	Q3TPJ7
ENSMUSG00000001910	Q7TSZ8
ENSMUSG00000048281	
ENSMUSG00000107068	Q99L02
ENSMUSG00000000441	Q99N57
ENSMUSG00000031728	
ENSMUSG00000034164	Q91VF5
ENSMUSG00000001910	
ENSMUSG00000092534	
ENSMUSG00000053134	Q9CZV5
ENSMUSG00000032178	Q9Z1X4
ENSMUSG00000034164	
ENSMUSG00000035621	
ENSMUSG00000043633	Q8C627
ENSMUSG00000000441	
ENSMUSG00000053134	
ENSMUSG00000024079	Q03963
ENSMUSG00000047759	Q8BKN6
ENSMUSG00000032178	
ENSMUSG00000064329	A2APX8
ENSMUSG00000050989	D3Z2R5
ENSMUSG00000032621	Q8BZX4
ENSMUSG00000031728	Q6PD05
ENSMUSG00000040365	Q5NCC3
ENSMUSG00000040365	
ENSMUSG00000075114	
ENSMUSG00000068940	P56842
ENSMUSG00000062878	
ENSMUSG00000051493	
ENSMUSG00000040048	Q9DCS9
ENSMUSG00000079666	
ENSMUSG00000032621	
ENSMUSG00000032062	Q9D8L0
ENSMUSG00000032185	Q9WVG6
ENSMUSG00000037325	Q8K2G4
ENSMUSG00000040048	
ENSMUSG00000075113	
ENSMUSG00000057067	
ENSMUSG00000090150	
ENSMUSG00000000439	Q9ERV1
ENSMUSG00000003604	Q9D9K3
ENSMUSG00000054720	Q8R502
ENSMUSG00000006463	Q6IR37
ENSMUSG00000054720	
ENSMUSG00000079007	
ENSMUSG00000003604	
ENSMUSG00000033970	Q8R323
ENSMUSG00000021598	
ENSMUSG00000030465	Q2PFD7
ENSMUSG00000058725	
ENSMUSG00000031758	Q9D5D8
ENSMUSG00000032060	P23927
ENSMUSG00000006463	
ENSMUSG00000032060	
ENSMUSG00000032185	
ENSMUSG00000079007	P56844
ENSMUSG00000043331	
ENSMUSG00000020372	P68040
ENSMUSG00000030681	
ENSMUSG00000054477	
ENSMUSG00000039824	Q8CI43
ENSMUSG00000051251	Q02576
ENSMUSG00000021598	Q9CXU0
ENSMUSG00000021945	
ENSMUSG00000076778	
ENSMUSG00000037325	
ENSMUSG00000073530	
ENSMUSG00000095854	
ENSMUSG00000060756	
ENSMUSG00000001521	O88413
ENSMUSG00000045114	E9PUL5
ENSMUSG00000024298	
ENSMUSG00000079355	Q924I3
ENSMUSG00000038086	Q99PR8
ENSMUSG00000062278	
ENSMUSG00000096653	
ENSMUSG00000045114	
ENSMUSG00000063297	Q8BGY3
ENSMUSG00000047352	
ENSMUSG00000069295	
ENSMUSG00000001521	
ENSMUSG00000078716	B1AWJ5
ENSMUSG00000067818	Q9CQ19
ENSMUSG00000063251	
ENSMUSG00000069895	P0C7T6
ENSMUSG00000054477	P58390
ENSMUSG00000033491	Q8C0F9
ENSMUSG00000057229	Q9D7K5
ENSMUSG00000030680	Q99L02
ENSMUSG00000069895	
ENSMUSG00000030680	
ENSMUSG00000014633	Q8K199
ENSMUSG00000057229	
ENSMUSG00000037437	Q8K410
ENSMUSG00000078716	
ENSMUSG00000014633	
ENSMUSG00000047508	
ENSMUSG00000037437	
ENSMUSG00000021945	Q9CU65
ENSMUSG00000031165	P70315
ENSMUSG00000066842	D3YXG0
ENSMUSG00000032557	Q8VE47
ENSMUSG00000066842	
ENSMUSG00000044286	
ENSMUSG00000094552	
ENSMUSG00000041078	Q61627
ENSMUSG00000055202	
ENSMUSG00000096420	
ENSMUSG00000062691	Q8BTE5
ENSMUSG00000095656	
ENSMUSG00000030745	
ENSMUSG00000050917	
ENSMUSG00000024038	Q8BK30
ENSMUSG00000094957	
ENSMUSG00000044649	
ENSMUSG00000094057	
ENSMUSG00000028789	
ENSMUSG00000017132	Q9QX11
ENSMUSG00000062691	
ENSMUSG00000017132	
ENSMUSG00000050917	P11403
ENSMUSG00000027968	Q05CL8
ENSMUSG00000024038	
ENSMUSG00000005373	Q99MZ3
ENSMUSG00000027968	
ENSMUSG00000092372	
ENSMUSG00000032557	
ENSMUSG00000095253	
ENSMUSG00000030745	Q9JHX3
ENSMUSG00000059319	
ENSMUSG00000025492	Q9CQW9
ENSMUSG00000005836	
ENSMUSG00000075112	
ENSMUSG00000101152	
ENSMUSG00000028789	Q8BVM4
ENSMUSG00000039391	
ENSMUSG00000033159	Q8K158
ENSMUSG00000059108	
ENSMUSG00000005836	Q61169
ENSMUSG00000062042	
ENSMUSG00000008763	P39098
ENSMUSG00000002500	
ENSMUSG00000048226	
ENSMUSG00000028613	
ENSMUSG00000008763	
ENSMUSG00000071647	Q8VC03
ENSMUSG00000033159	
ENSMUSG00000045109	
ENSMUSG00000071647	
ENSMUSG00000063394	
ENSMUSG00000069294	
ENSMUSG00000020368	P35564
ENSMUSG00000062861	P10078
ENSMUSG00000024081	
ENSMUSG00000078130	
ENSMUSG00000062861	
ENSMUSG00000039391	Q9D5W4
ENSMUSG00000069718	
ENSMUSG00000028613	Q924X6
ENSMUSG00000020781	Q8C2A2
ENSMUSG00000075566	
ENSMUSG00000059479	
ENSMUSG00000049871	Q5DU56
ENSMUSG00000059493	
ENSMUSG00000059479	Q8R3I9
ENSMUSG00000031756	Q9CZW2
ENSMUSG00000063511	Q62376
ENSMUSG00000078276	
ENSMUSG00000031756	
ENSMUSG00000048668	
ENSMUSG00000063511	
ENSMUSG00000019832	Q9CZE3
ENSMUSG00000049871	
ENSMUSG00000019832	
ENSMUSG00000020781	
ENSMUSG00000060376	
ENSMUSG00000073991	
ENSMUSG00000031990	Q9D8B7
ENSMUSG00000094914	
ENSMUSG00000047617	Q8K0Y7
ENSMUSG00000042439	
ENSMUSG00000042439	Q6NXK2
ENSMUSG00000005899	Q6ZPR5
ENSMUSG00000006007	Q9QW08
ENSMUSG00000006007	
ENSMUSG00000028952	Q1H9T6
ENSMUSG00000027485	Q61114
ENSMUSG00000005899	
ENSMUSG00000031333	Q61102
ENSMUSG00000074797	Q9D892
ENSMUSG00000053641	
ENSMUSG00000039840	Q80TA9
ENSMUSG00000029477	Q8C5T4
ENSMUSG00000060688	
ENSMUSG00000029477	
ENSMUSG00000044042	Q05860
ENSMUSG00000044042	
ENSMUSG00000024082	Q9CWG8
ENSMUSG00000037197	Q8JZX4
ENSMUSG00000021359	
ENSMUSG00000024082	
ENSMUSG00000075111	
ENSMUSG00000037197	
ENSMUSG00000015134	Q9JHW9
ENSMUSG00000028952	
ENSMUSG00000075110	
ENSMUSG00000015134	
ENSMUSG00000029501	Q6P1H6
ENSMUSG00000093939	
ENSMUSG00000047617	
ENSMUSG00000058802	
ENSMUSG00000018651	Q8CHV6
ENSMUSG00000031073	O35622
ENSMUSG00000111073	
ENSMUSG00000026490	
ENSMUSG00000094789	
ENSMUSG00000018651	
ENSMUSG00000096129	
ENSMUSG00000031073	
ENSMUSG00000028431	Q7TT37
ENSMUSG00000094268	
ENSMUSG00000095658	
ENSMUSG00000063660	
ENSMUSG00000096884	
ENSMUSG00000096250	
ENSMUSG00000029255	Q01776
ENSMUSG00000090824	
ENSMUSG00000029255	
ENSMUSG00000095592	
ENSMUSG00000063780	
ENSMUSG00000057836	Q60595
ENSMUSG00000021790	
ENSMUSG00000093876	
ENSMUSG00000091055	
ENSMUSG00000000049	Q01339
ENSMUSG00000045929	
ENSMUSG00000027109	O70494
ENSMUSG00000000049	
ENSMUSG00000095495	
ENSMUSG00000021790	Q9D9T0
ENSMUSG00000021752	Q8BNL5
ENSMUSG00000026889	Q9CR83
ENSMUSG00000016626	Q6B966
ENSMUSG00000016626	
ENSMUSG00000034452	
ENSMUSG00000078269	
ENSMUSG00000026889	
ENSMUSG00000093536	
ENSMUSG00000094607	
ENSMUSG00000030155	
ENSMUSG00000075705	Q9JLC3
ENSMUSG00000057836	
ENSMUSG00000004933	
ENSMUSG00000095897	
ENSMUSG00000095125	
ENSMUSG00000094758	
ENSMUSG00000050671	
ENSMUSG00000103203	
ENSMUSG00000046798	Q9ET43
ENSMUSG00000096396	
ENSMUSG00000095560	
ENSMUSG00000044292	
ENSMUSG00000095444	
ENSMUSG00000025134	O08583
ENSMUSG00000038827	Q80ZQ9
ENSMUSG00000089724	
ENSMUSG00000096568	
ENSMUSG00000046798	
ENSMUSG00000078668	
ENSMUSG00000037306	
ENSMUSG00000075069	
ENSMUSG00000057278	P62309
ENSMUSG00000026490	Q3UU96
ENSMUSG00000024236	Q8K4L3
ENSMUSG00000059473	
ENSMUSG00000069292	
ENSMUSG00000038827	
ENSMUSG00000062175	Q8C0Y1
ENSMUSG00000015093	Q9D7P7
ENSMUSG00000054206	
ENSMUSG00000031072	
ENSMUSG00000061184	Q1JRP2
ENSMUSG00000062175	
ENSMUSG00000076630	
ENSMUSG00000061184	
ENSMUSG00000026887	Q9D6S7
ENSMUSG00000015093	
ENSMUSG00000105953	
ENSMUSG00000026887	
ENSMUSG00000024236	
ENSMUSG00000093953	
ENSMUSG00000060254	
ENSMUSG00000025135	Q9CPX9
ENSMUSG00000090868	
ENSMUSG00000041359	P56280
ENSMUSG00000096505	
ENSMUSG00000041359	
ENSMUSG00000073016	B1AVZ0
ENSMUSG00000108011	
ENSMUSG00000046000	Q3UX61
ENSMUSG00000051076	Q7TSP5
ENSMUSG00000032560	
ENSMUSG00000060923	P56375
ENSMUSG00000056216	P53568
ENSMUSG00000001119	Q04857
ENSMUSG00000118575	
ENSMUSG00000022387	
ENSMUSG00000050215	
ENSMUSG00000070348	P25322
ENSMUSG00000037995	
ENSMUSG00000043015	Q8CB65
ENSMUSG00000027422	Q99PL5
ENSMUSG00000006705	O70477
ENSMUSG00000046450	
ENSMUSG00000050965	
ENSMUSG00000006705	
ENSMUSG00000024590	P14733
ENSMUSG00000034560	
ENSMUSG00000020839	Q9D7L8
ENSMUSG00000020839	
ENSMUSG00000096106	
ENSMUSG00000002949	O35857
ENSMUSG00000001517	
ENSMUSG00000095756	
ENSMUSG00000105721	
ENSMUSG00000043015	
ENSMUSG00000018909	Q8BWG8
ENSMUSG00000033906	Q8BGJ0
ENSMUSG00000018909	
ENSMUSG00000074994	
ENSMUSG00000041068	
ENSMUSG00000029234	P52875
ENSMUSG00000050088	Q9DAY5
ENSMUSG00000068037	P30554
ENSMUSG00000038572	
ENSMUSG00000050087	
ENSMUSG00000050087	Q9CVN6
ENSMUSG00000079055	S4R2P9
ENSMUSG00000029234	
ENSMUSG00000079055	
ENSMUSG00000026401	
ENSMUSG00000048582	Q64448
ENSMUSG00000048582	
ENSMUSG00000063157	P10598
ENSMUSG00000068037	
ENSMUSG00000032987	
ENSMUSG00000028950	
ENSMUSG00000074500	
ENSMUSG00000043535	
ENSMUSG00000078262	
ENSMUSG00000063157	
ENSMUSG00000034263	Q8R3P6
ENSMUSG00000037845	Q3UY23
ENSMUSG00000030245	Q9CR60
ENSMUSG00000078261	
ENSMUSG00000033268	
ENSMUSG00000037845	
ENSMUSG00000074796	A2AJN7
ENSMUSG00000078260	
ENSMUSG00000022139	Q8C181
ENSMUSG00000073894	
ENSMUSG00000078259	
ENSMUSG00000022139	
ENSMUSG00000026107	Q8BGW5
ENSMUSG00000048294	
ENSMUSG00000074796	
ENSMUSG00000025347	Q9DD20
ENSMUSG00000034560	Q3UMB9
ENSMUSG00000060600	
ENSMUSG00000026687	
ENSMUSG00000078258	
ENSMUSG00000051804	
ENSMUSG00000023883	
ENSMUSG00000001518	Q91WI7
ENSMUSG00000001518	
ENSMUSG00000072473	Q3KNL4
ENSMUSG00000093818	
ENSMUSG00000028521	A2AKQ0
ENSMUSG00000101073	
ENSMUSG00000010554	
ENSMUSG00000028521	
ENSMUSG00000076632	
ENSMUSG00000010554	Q9CQG2
ENSMUSG00000046079	Q8BGR2
ENSMUSG00000078257	
ENSMUSG00000079304	Q3TTI8
ENSMUSG00000060600	P21550
ENSMUSG00000027360	P23738
ENSMUSG00000027422	
ENSMUSG00000046079	
ENSMUSG00000032059	Q8VDI9
ENSMUSG00000046474	
ENSMUSG00000005374	Q9R099
ENSMUSG00000062157	Q8CGK5
ENSMUSG00000032059	
ENSMUSG00000043945	
ENSMUSG00000061259	Q8VHK8
ENSMUSG00000024070	Q8K1Y2
