		E-GEOD-11941	E-GEOD-12113	E-GEOD-29598	E-GEOD-32920	E-GEOD-48433	E-GEOD-48433	E-GEOD-48433	E-GEOD-48433	E-GEOD-57116	E-GEOD-57116	E-GEOD-60052	E-GEOD-63252	E-GEOD-63452	E-MTAB-3645	E-MTAB-6491	E-MTAB-6681	E-MTAB-6724	E-MTAB-6865	E-TABM-868
ENSG00000165076	PRSS37	-0.4				-0.1	-0.4	-0.5	-0.5	3.0	0.99	3.3	-0.5	0.99		0.99			0.99	0.1
ENSG00000165084	C8orf34					0.99	0.6	1.6	0.99			-0.3	0.99	0.99	0.2					0.2
ENSG00000165092	ALDH1A1		0.8	-0.9		0.99	-0.9	0.9	0.2			-1.1	0.99	0.99		0.99			1.7	-1.5
ENSG00000165097	KDM1B	0.5	-0.3			-0.6	0.8	0.9	2.3	1.1	-0.4	0.6	1.4	0.2		-0.6	0.5	0.2	0.99	-0.7
ENSG00000165102	HGSNAT	-1.5	-0.4	0.2		-1.1	-0.7	-0.5	0.8	0.8	-0.1	-0.7	1.5	-0.1	0.4		0.99	-0.3	-0.8	-1.7
ENSG00000165105	RASEF	0.6	0.4			0.3	-0.6	-0.9	0.3			0.7	0.99	0.99			0.8			1.3
ENSG00000165113	GKAP1	1.2	0.4			-0.8	-0.4	-0.1	-0.8	-0.7	-1.0	1.1	1.0	-0.9		-0.7	0.6		-0.3	0.99
ENSG00000165115	KIF27									-1.5	-0.7	-0.3		0.99			-0.1	0.2	-2.2	
ENSG00000165118	C9orf64	0.8	0.7			0.2	0.6	0.6	-0.3	-0.1	0.6	0.4	0.8	-2.7		0.99		0.2	3.7	0.5
ENSG00000165119	HNRNPK									1.0	0.8	0.1		-0.3			0.1	0.2	0.2	
ENSG00000165120	SSMEM1					0.99	0.99	0.99	-0.1	0.99	2.4	1.7	0.99						0.99	0.2
ENSG00000165121	AL353743.1									-0.9	-1.2	0.5		-1.3			-0.1	-0.7	-1.3	
ENSG00000165124	SVEP1	-0.3		0.8		0.99	-1.0	-0.8	-2.3	0.5	-0.5	-2.2	-0.5	-0.8			0.4	-0.4		0.99
ENSG00000165125	TRPV6	-0.6	-0.4	1.1		0.1	0.99	0.99	0.99			1.8	0.99	-1.3		0.4		-0.1	-1.2	
ENSG00000165138	ANKS6		-0.4			0.99	-0.3	-0.2	0.6	-0.3	-0.6	0.2	-1.0	1.1		-0.1	0.1	0.99	-0.9	-0.7
ENSG00000165140	FBP1	-0.4	-0.1	0.7		3.0	-0.6	-0.4	0.3			-2.2	-0.5			1.5		-0.1	-2.3	-1.0
ENSG00000165152	PGAP4	-0.9	0.4	0.6		0.3	-1.0	0.2	1.1	-1.0	-0.9	0.3	-1.7	-0.5		0.99	0.1	-0.2	3.6	0.99
ENSG00000165156	ZHX1	0.8	0.4			0.3	0.99	-0.3	0.9	0.4	-0.5	0.1	2.0	0.2	0.99	0.5	0.1		-1.8	0.99
ENSG00000165168	CYBB	-0.6		0.1		0.8	1.2	1.1	0.6	0.2	-0.1	-1.4	-0.7	0.7	0.99	1.2		-0.3	-2.2	0.6
ENSG00000165169	DYNLT3	0.2	0.1	-0.4		-0.8	-1.2	-1.2	-0.9	0.8	0.1	0.5	4.5	-1.1	1.1		0.2	0.4	-1.4	0.2
ENSG00000165171	METTL27		-0.3			-0.7	-0.4	-0.6	0.5	-2.4	-1.1	1.3	-2.3	-0.5		0.4	-0.1	-0.2	-0.7	0.99
ENSG00000165175	MID1IP1	-1.3	-0.3	0.7		-1.9	0.3	0.1	0.2	-1.3	-0.4	-0.9	0.99	-0.2	0.99	0.2	0.1	0.6	2.4	-1.4
ENSG00000165181	SHOC1					-0.4	-0.8	-0.9	-0.1	-0.7	-1.2	0.3	0.99	-0.7		0.99		0.99	-2.3	
ENSG00000165185	KIAA1958					-0.1	0.7	0.6	0.3	0.8	-0.1	0.6	1.2	0.2		-0.6	0.99	-0.1	0.7	0.2
ENSG00000165186	PTCHD1	-0.2				0.99	0.1	0.99	-0.7			0.2	-1.0		0.2	-0.5	0.3			0.2
ENSG00000165188	RNF183	0.6	-0.1			0.99	0.2	0.99	-0.3	0.1	-0.8	1.5	-0.6						1.7	0.99
ENSG00000165192	ASB11					0.99	0.99	0.99	0.99	3.4	1.4	0.4	-0.5		0.99			0.99		
ENSG00000165194	PCDH19		0.3			0.6	1.5	0.5	0.6			1.4	-0.6	0.99	1.2		0.7		0.99	
ENSG00000165195	PIGA	0.7	-0.1	-0.6		-0.2	1.2	0.8	0.6	-0.5	-0.8	-1.2	4.4	-1.7	0.99	0.99	0.3	0.1	-1.4	0.6
ENSG00000165197	VEGFD	0.5		0.7		0.99	-0.3	-0.1	-1.4	2.0	0.2	-2.6	0.99	-0.7	0.99	0.99	0.99		0.99	1.3
ENSG00000165215	CLDN3	-0.3		0.5		0.4	-0.3	-0.3	0.5	1.7	1.5	1.7	0.9	0.99		0.3				0.99
ENSG00000165219	GAPVD1	1.3	0.2	0.3		-0.7	0.99	0.99	0.99	0.5	-0.4	-0.4	2.5	-0.3			0.1	0.99	0.2	0.99
ENSG00000165233	CARD19	-0.6	-1.3			0.8	-0.3	-0.5	0.4	-0.6	-0.3	0.2	0.99	1.3		-0.1	-0.3	0.99	1.2	0.99
ENSG00000165238	WNK2					0.99	0.5	0.5	0.99	0.8	0.1	2.4	-0.9	1.8		0.4	-0.9	0.3	1.7	0.99
ENSG00000165240	ATP7A		0.8	-0.8		0.7	-0.3	0.4	0.99	0.6	-0.3	-0.2	2.6	-0.6	2.6	0.99	0.5	-0.2	-1.2	0.99
ENSG00000165244	ZNF367	1.1	0.9			2.5	0.6	0.4	4.4	0.2	-0.9	2.1	-0.6	4.1		-1.6	0.2	0.2	1.9	-0.4
ENSG00000165246	NLGN4Y			0.3		0.99	-0.3	-0.2	-1.5			1.7	0.99		0.99		0.2	-0.2	-1.0	0.99
ENSG00000165264	NDUFB6	0.4	-0.5	-1.0		0.4	-0.3	0.99	1.2	0.8	1.1	0.4	-0.5	0.8		-0.3	0.3	0.6	2.0	
ENSG00000165269	AQP7									1.0	0.4	-0.2						0.99	-3.0	
ENSG00000165271	NOL6	0.8	-0.3	0.4		0.99	1.2	1.0	1.0	0.3	0.6		0.99	1.2			-0.2		-0.7	-0.7
ENSG00000165272	AQP3			0.4		-1.8	0.8	0.2	4.4	0.7	0.5	-1.9	-2.0	2.3				-0.8	-0.6	0.2
ENSG00000165275	TRMT10B									0.99	0.6	0.6		-0.3			0.99	0.99	-1.2	
ENSG00000165280	VCP	-0.2	-0.8	-0.9		0.99	0.99	0.99	1.0	0.8	0.9	-0.1	-0.5	0.6		0.4	0.1	0.2	2.2	-0.4
ENSG00000165282	PIGO	0.3	-0.5	-0.4		-0.1	0.99	-0.2	0.99	-0.5	0.7	0.6	-1.0	-1.3		1.1	0.99	-0.3	-0.1	-0.4
ENSG00000165283	STOML2	0.2	-0.7	-1.6		0.7	0.5	0.4	1.1	-0.1	1.4	0.3	-1.9	0.6		-1.0	-0.1	0.2	1.7	-0.7
ENSG00000165288	BRWD3	0.7	0.1			-0.4	0.99	0.5	0.2	0.8	-0.1	0.1	0.5	-0.5	2.2	-0.4	0.2	0.1	-3.0	1.4
ENSG00000165300	SLITRK5	-0.5		0.1		0.2	-0.1	0.4	1.6	-0.8	-1.8	0.9	-0.5	0.5	0.1		0.99	-0.4	-3.5	1.1
ENSG00000165304	MELK	-0.5	-0.4	-0.4		2.3	0.9	0.9	3.8	0.3	0.2	2.0	-0.2	-1.0		-0.7	0.4	0.2	8.7	-0.8
ENSG00000165312	OTUD1	0.3	0.1			-1.5	0.7	0.3	-1.3	-1.9	-1.1	-1.1	1.6	-2.0		-0.9	0.6	2.4	-0.7	1.0
ENSG00000165322	ARHGAP12	0.6	0.5	-1.3		-0.3	-0.7	-0.7	-0.4	-0.4	-1.1	0.2	3.1	-0.6		0.2	0.1	0.1	-3.9	-0.4
ENSG00000165338	HECTD2	-0.8				-0.1	0.6	1.1	-0.3	0.5	-0.1	0.2	0.5	-0.3		-1.6	0.99	-0.3	-1.3	1.1
ENSG00000165349	SLC7A3	-0.6	-0.3			-0.3	0.1	0.99	-0.2			0.6	-0.3	0.99	-0.1		1.3		1.3	
ENSG00000165355	FBXO33	0.1				0.4	0.2	0.99	0.4	-0.2	-0.9	-0.4	2.5	1.2		-0.3	0.2	0.3	-0.2	0.6
ENSG00000165359	INTS6L		-0.2			-0.5	0.9	0.8	0.2			-0.1	1.3	-0.4	0.8	-1.4	-1.1	-0.2	-1.4	
ENSG00000165376	CLDN2		-0.4			1.5	-0.6	0.1	0.7	2.2	-0.2	0.9	-1.1	0.7	0.99				-2.5	0.4
ENSG00000165379	LRFN5	-0.2	-0.2			0.99	2.1	2.5	0.6			1.9	-0.7			0.99		0.1		0.7
ENSG00000165389	SPTSSA			-3.0		-0.5	-1.4	-1.2	0.99	0.6	-0.2	-0.7	2.3	-0.2		-1.0	0.2	0.5	2.4	-0.6
ENSG00000165392	WRN	1.1	0.1	-0.2		-0.7	0.5	0.5	0.2	0.5	-0.6	0.3	3.3	-0.3	0.99	-0.4	0.99		-1.6	0.2
ENSG00000165406	MARCHF8	0.3	0.3	0.3		-0.7	-0.4	-0.5	0.99	0.2	-0.6	-0.5	1.8	-0.3		-0.5	0.2		-1.3	0.3
ENSG00000165409	TSHR			0.5		0.99	0.2	0.99	0.99	2.2	0.4	0.8	-0.6	-0.1			0.99		1.4	
ENSG00000165410	CFL2		-0.7			0.2	0.3	0.5	0.99	-0.2	-0.3	-0.2	0.99	-0.3		-0.3	0.2	0.1	-2.2	-0.2
ENSG00000165416	SUGT1	0.5	0.3			0.1	0.7	0.7	0.3	0.99	-0.8	0.2	2.5	1.0	0.9	0.99	0.1	0.99	-0.6	0.6
ENSG00000165417	GTF2A1	1.1	0.7	0.2	0.99	-0.9	1.5	1.4	0.8	0.2	-0.1	0.2	3.3	-1.2		-0.5	0.3	0.2	-1.1	0.5
ENSG00000165424	ZCCHC24	0.9	-0.3	-0.7		1.8	-0.6	-0.2	1.5	0.5	-0.2	-1.4	1.1	1.2		-0.7	0.5	0.3	2.1	-0.4
ENSG00000165434	PGM2L1					-0.4	0.8	0.9	1.6	0.2	-0.6	0.4	-0.6	-0.7	0.8	-0.3	-0.2	0.1	-1.6	1.3
ENSG00000165443	PHYHIPL		0.2			-0.3	0.99	0.99	-0.1	0.1	-0.9	2.5	-1.1	-0.2		0.2	0.99			0.2
ENSG00000165449	SLC16A9	-0.3	0.8			0.1	0.5	0.99	1.8	0.99	-1.4	-0.5	-1.4	2.3		-0.4	0.1	-0.5	4.1	0.7
ENSG00000165458	INPPL1	0.5		0.4		0.4	0.99	0.99	0.99	0.7	0.99	1.1	0.99	-0.3	0.99	0.9	-0.3	-0.1	1.1	-0.8
ENSG00000165462	PHOX2A	-0.2		0.6		0.99	-0.1	-0.1	-0.3	0.5	0.8	-0.4	-1.0	0.99	0.99			-0.3	0.99	0.99
ENSG00000165471	MBL2	-2.3		0.3		0.2	0.99	0.99	0.99			2.1	0.99							
ENSG00000165474	GJB2	-1.7	-0.6			1.0	1.9	2.0	-2.4	0.99	-0.5	1.5	-0.6	-0.4	0.99	-2.2	-0.9		7.4	2.4
ENSG00000165475	CRYL1	-0.3	-0.9	-0.3		0.5	-0.9	-1.1	0.99	0.4	0.3	-0.7	-0.6	-0.7	0.99	0.99	0.3	0.3	0.5	-0.4
ENSG00000165476	REEP3	0.1	0.2			-0.8	-0.1	0.99	0.2	0.4	-0.3	-0.8	3.5	0.3		-0.2	0.4	-0.1	0.99	-0.9
ENSG00000165478	HEPACAM	-0.2				0.99	0.1	0.99	0.4			2.6	-1.1		-0.1		-0.6			0.99
ENSG00000165480	SKA3					2.3	1.6	1.9	2.9	0.1	0.2	2.8	-1.3	-0.2	-1.2	0.99	0.99	0.1	7.3	-0.7
ENSG00000165487	MICU2	0.5	0.2	-1.1		-0.9	0.99	-0.1	0.99	0.3	0.1	0.2	1.9	0.3	0.9	-0.4	0.99	0.1	-1.4	0.99
ENSG00000165490	DDIAS	-0.2				3.2	1.3	1.2	3.7	-0.1	-0.3	2.0	0.4	1.8	-0.5	-1.9	0.2		2.3	-0.3
ENSG00000165494	PCF11		-0.3			-0.8	-0.1	-0.6	-1.7	0.99	1.2	-0.2	1.2	-0.6	0.5	-0.8	-0.3	0.2	-2.2	-0.3
ENSG00000165495	PKNOX2	-0.3		0.6		0.99	0.4	0.2	-0.2			-1.7	-0.6	0.99	0.99		-0.3		0.99	0.99
ENSG00000165501	LRR1	-0.3	-0.3			1.7	1.1	1.3	2.2	-0.4	1.0	1.4	-0.6	-0.1		0.99	0.2	0.1	3.5	-0.6
ENSG00000165502	RPL36AL		-0.4	-1.1		-0.2	-0.1	0.99	0.3	0.7	1.6	-0.2	0.99	0.8		-1.2	0.99	0.7	-0.1	0.99
ENSG00000165506	DNAAF2	0.6		-1.5	-0.8	-0.9	-0.1	-0.2	-0.2	-1.7	1.7	0.7	1.3	1.0		-0.6	0.2	0.2	1.0	-0.7
ENSG00000165507	DEPP1	0.5	-0.5	0.4	0.99	2.0	1.1	0.99	-1.6	-1.7	-1.2	-2.8	-0.8	0.9		1.1	-1.4	-0.8	3.2	0.99
ENSG00000165511	C10orf25	-0.4				0.4	0.99	-0.1	-0.4	-2.0	2.2	-0.9	-0.4	0.6			0.2	-0.3	0.6	0.99
ENSG00000165512	ZNF22	0.5	0.3	0.1		-0.2	0.7	0.6	-0.4	-0.3	0.3	0.3	2.3	0.1		-1.7	0.4	0.1	0.99	0.99
ENSG00000165516	KLHDC2	-0.4		-1.1		-0.5	-0.7	-0.6	-0.8	-0.4	0.5	0.2	2.5	0.1		-1.1	-0.1	-0.2	-0.9	-0.4
ENSG00000165521	EML5	0.4				0.99	0.99	0.99	0.4	-0.3	-1.0	1.7	-0.4	-0.5			0.3	0.5	-1.6	-0.3
ENSG00000165525	NEMF	0.8	0.8	-0.2		-0.6	-0.4	-0.2	-0.6	0.3	0.1		3.6	-0.1			-0.2		-2.4	0.4
ENSG00000165526	RPUSD4	0.9				0.5	0.99	-0.4	0.7	-0.7	0.1		-1.2	1.9	-0.2	-1.0	0.1	0.2	0.2	-0.3
ENSG00000165527	ARF6			0.2		0.7	0.7	0.4	0.6	0.6	1.6	-0.1	2.1	-0.8		-0.3	0.1	0.4	0.7	0.4
ENSG00000165533	TTC8		0.1			-0.4	-0.5	-0.5	-0.3	-0.3	-0.4		2.4	1.0		0.9	-0.2	0.2	0.1	-0.2
ENSG00000165548	TMEM63C	-0.2				0.2	0.2	0.99	0.99	0.3	-0.5	3.9	0.5	2.2		0.99	-0.3		0.9	0.99
ENSG00000165553	NGB	0.1		0.5		0.99	0.99	0.99	0.4			4.0	-0.6			0.99				-0.2
ENSG00000165555	NOXRED1	-0.1				0.2	-0.5	-0.5	-0.2	-0.8	-2.7	1.0	-0.8	-0.4		0.1	-0.7	-0.3	-0.7	0.2
ENSG00000165556	CDX2	-0.4	-0.2	1.1		0.4	0.99	0.99	0.99			1.2	-1.0		0.99	0.99				-0.1
ENSG00000165568	AKR1E2	-0.5				-0.3	0.99	0.99	0.4			-0.5	-1.0	0.99				-0.1	-2.3	
ENSG00000165572	KBTBD6	0.7	0.7			0.99	-0.6	-0.6	0.6	-2.7	-1.1	1.2	1.0	0.4	0.99	-1.7	0.2	-0.2	-0.1	-0.6
ENSG00000165591	FAAH2	-0.9				-0.8	0.1	0.99	0.2	0.1	-0.2	0.5	1.1	-0.2	0.3	-0.5			1.8	
ENSG00000165617	DACT1	-0.3	-0.1	0.3		1.7	0.1	0.6	0.99	-0.7	-1.2	0.4	0.99			-0.7	-0.6	0.3	-1.0	0.99
ENSG00000165626	BEND7	0.6	0.3			-0.4	0.4	0.99	-1.2			0.4	1.5	-1.3			0.5	-0.2		0.3
ENSG00000165629	ATP5F1C	-0.3	-0.1	-0.9		0.6	0.5	0.5	0.9	0.5	1.1		0.5	-0.2		-0.6	0.2	0.1	1.5	0.99
ENSG00000165630	PRPF18									0.99	0.8	-0.1		-0.6			0.3	0.5	-1.0	
ENSG00000165632	TAF3	0.6				-0.1	1.4	1.5	1.2	0.99	-0.5		0.8	0.1		-0.2	-0.1	-0.2	-0.8	-0.3
ENSG00000165633	VSTM4	-0.5		0.7		0.99	0.3	0.3	0.2				-0.9				-0.6		1.5	
ENSG00000165637	VDAC2									0.4	1.4			0.3			0.4	0.3	1.8	
ENSG00000165644	COMTD1	-0.5	-0.8			0.5	0.99	-0.5	2.2	0.99	1.2	-0.1	-1.9	1.7		-0.1	0.99	0.4	0.6	0.99
ENSG00000165646	SLC18A2	0.1		0.1		0.4	-0.3	-0.5	0.99	-1.7	-2.9	0.2	0.99	-0.1			0.4		-3.2	0.2
ENSG00000165650	PDZD8	-0.4	0.6	-1.0		-0.9	-0.6	-0.3	-0.1	0.2	-0.6	-0.3	2.9	-0.2		0.1	0.3	-0.4	-1.3	-0.3
ENSG00000165655	ZNF503	0.6	-0.5			-0.7	-0.9	-0.7	0.4	-3.3	-1.1	-0.5	0.99	0.5		0.99	0.99	-0.2	3.2	-0.2
ENSG00000165660	ABRAXAS2	0.6	0.4	0.1		0.99	0.2	0.99	0.99	-0.4	-0.9	-0.3	1.5	-0.3		-0.4	0.2	0.99	0.1	0.99
ENSG00000165661	QSOX2	1.2				-0.4	0.6	0.4	-0.4	0.3	-0.5	1.1	0.6	-0.1		-0.1	-0.3	-0.3	1.9	-0.4
ENSG00000165669	FAM204A			0.4		0.99	0.99	0.99	-0.5	-0.2	-0.3	0.3	2.0	-0.3			0.3	0.1	-1.0	0.99
ENSG00000165672	PRDX3	-0.3	0.1	-1.6		0.99	-0.4	-0.4	0.4	0.8	1.0	1.0	0.5	0.8		0.99	0.3	0.1	3.5	-0.7
ENSG00000165675	ENOX2	0.6		-0.3		0.99	0.5	0.4	0.8	0.99	-0.3	0.3	1.2	-0.2	-1.1	-0.2	0.3	0.5	-0.7	0.99
ENSG00000165678	GHITM		-0.5	-1.5		-0.9	0.5	0.4	-0.4	0.8	0.7	-0.3	1.2	-0.1		0.99	0.4	0.2	1.4	0.99
ENSG00000165684	SNAPC4	1.0		1.1		-0.2	0.99	0.99	0.99	0.1	0.3	0.9	0.99	0.5			-1.2	-0.2	-0.4	0.99
ENSG00000165685	TMEM52B					0.99	-2.6	-2.8	0.99	1.9	1.8	-0.2	0.99	-1.9		-0.4		0.6	0.99	0.4
ENSG00000165688	PMPCA		-0.7	-1.3		0.6	0.3	0.4	1.0	1.1	1.7	0.3	-1.6	0.1		0.4	-0.1		0.6	-1.0
ENSG00000165689	ENTR1	0.3	-0.3	0.2		-0.4	0.8	0.7	0.3	0.99	0.5	0.6	-1.1	1.5		-0.8	-0.4	0.1	-0.6	-0.7
ENSG00000165694	FRMD7					0.99	0.99	0.99	0.99	-2.6	-3.5	1.6	0.99	0.5	0.99			0.7	0.99	0.8
ENSG00000165698	SPACA9	0.6	-0.6	0.4		0.3	0.3	0.3	0.3	-0.3	-0.3	0.2	-1.2	0.1			0.4	-0.1	1.4	0.99
ENSG00000165699	TSC1	1.0	0.2	0.6		-0.5	-0.3	-0.5	-1.3	-0.5	-0.4	-0.2	2.0	-0.6		0.2	-0.2	-0.1	-1.4	
ENSG00000165704	HPRT1	-0.1	-0.1	-1.1	-0.4	0.5	0.6	0.6	0.8	0.8	0.5	0.8	-0.9	0.1	0.99	-0.5	0.6	0.4	2.1	
ENSG00000165714	BORCS5	-1.0	-0.7			0.99	0.4	0.3	0.1	0.7	-0.3	0.5	-1.0	0.5		-0.4	0.6	0.5	0.8	-0.5
ENSG00000165716	DIPK1B	-1.5	-0.7			-0.1	-1.0	-0.8	0.1	-1.6	1.3	-0.5	-2.3	-0.2		0.4	0.99	-0.3	-0.7	-0.4
ENSG00000165724	ZMYND19	0.7	-0.8			0.4	0.7	0.6	0.8	-1.4	0.9	0.4	-1.2	1.1		-0.1	-0.2	0.1	0.7	-1.1
ENSG00000165730	STOX1	-0.4	0.1			0.5	-0.4	0.99	0.99	0.1	-0.9	2.0	-1.0	0.9			0.4		-1.1	0.3
ENSG00000165731	RET	-0.2		0.6		-0.2	-0.4	-0.5	-1.0	0.1	1.5	1.9	-1.4	0.99				-0.4	3.5	-0.6
ENSG00000165732	DDX21			-0.6		-0.4	1.6	1.5	0.1	1.1	0.4	-0.4	1.7	-0.2		-0.5	0.1	0.4	-0.5	-0.3
ENSG00000165733	BMS1	0.7		0.2		0.3	1.2	1.0	0.8	0.7	0.3	-0.2	1.7	-0.1		-0.3	0.99	0.2	0.3	0.99
ENSG00000165752	STK32C	-0.4	-0.4			-0.5	-0.3	-0.4	0.9	-0.3	1.3	1.2	0.99	1.0		0.5	-0.1	0.2	2.1	-0.7
ENSG00000165757	JCAD			0.9		0.1	-1.3	-1.3	0.1	-0.5	-0.7	-2.7	0.99	1.0		1.0	0.99	0.1	4.4	0.99
ENSG00000165775	FUNDC2					-1.0	-0.3	-0.2	-0.7	-0.2	0.4	-0.2	0.99	0.1	-0.1		0.3	0.1	0.1	0.99
ENSG00000165782	PIP4P1	0.6				0.1	-0.3	-0.4	-0.5	-1.9	0.8	0.5	0.99	-0.1		0.3	-0.4	-0.1	-0.2	-0.8
ENSG00000165792	METTL17	0.7	-0.7	-0.1		0.2	0.6	0.4	0.99	0.1	1.3	0.5	0.99	0.3		-0.9	-0.6	-0.3	-0.2	-0.6
ENSG00000165794	SLC39A2			0.7		-0.3	-0.3	-0.3	-0.6	-0.2	4.4	0.3	-0.5			0.4			-0.9	0.99
ENSG00000165795	NDRG2	-1.0	-0.3	0.3		1.2	-0.9	-0.7	0.4	0.1	-0.3	-1.1	-1.5	0.9		-1.0	-0.2	0.1	-1.2	-0.8
ENSG00000165801	ARHGEF40	0.3	-0.8	0.4		1.0	1.3	1.6	0.99	-0.5	-1.1	-0.5	-0.9	0.5		-0.3	-0.6	0.99	1.5	-1.0
ENSG00000165802	NSMF	-0.4	-0.3	0.3	-1.0	-0.2	0.99	-0.4	0.4	0.2	0.2	1.0	-1.5	0.7		-0.3	-0.2	-0.1	-0.5	-0.4
ENSG00000165804	ZNF219	-0.2		0.2		1.1	-0.5	-0.4	0.4	-1.9	-0.8	0.7	-0.8	0.1		0.6	-0.5	0.1	1.6	
ENSG00000165806	CASP7	0.4	0.2	-0.4		-0.1	-0.8	-0.7	-0.6	-0.4	-0.8	-0.5	0.6	1.4		-0.5	0.3	0.4	0.4	0.7
ENSG00000165810	BTNL9	-0.7				-0.3	0.99	0.99	-0.4			-3.7	-0.8					-0.5	0.99	0.2
ENSG00000165813	CCDC186	1.6	0.8	0.2		-1.3	-0.9	-1.0	-0.7	-0.5	-0.6	-0.2	6.4	-0.9		-0.3	0.2	0.1	-3.9	0.7
ENSG00000165816	VWA2									5.0	3.3	-0.3		0.99					0.99	
ENSG00000165819	METTL3	0.2	-0.3	0.99		0.99	0.7	0.8	0.99	-0.4	0.4	0.2	0.99	1.3		-0.6	-0.9	-0.3	-0.5	-0.6
ENSG00000165821	SALL2	-0.5		0.5		-0.3	-1.4	-0.5	-0.3	3.0	2.3	1.3	0.99	0.99		0.99	-0.3		0.3	0.3
ENSG00000165828	PRAP1									-2.3	-2.5	-0.9							-1.3	
ENSG00000165832	TRUB1	0.5	0.4			-0.3	0.5	0.3	0.6	-0.1	0.99	0.6	2.6	-0.7		-0.3	0.3	0.2	-0.1	-0.4
ENSG00000165837	ERICH6B									1.7	-0.4	1.7		-0.4	0.1				-2.7	
ENSG00000165841	CYP2C19									3.0	0.99	1.2								
ENSG00000165861	ZFYVE1	1.3				-0.6	-0.8	-0.8	0.99	-1.4	-2.1	-0.1	1.3	-1.0		0.99	-0.2		1.1	0.4
ENSG00000165868	HSPA12A	0.5	0.2	-0.4		0.7	1.1	1.3	-0.5	0.9	0.1	-0.3	0.2	1.6			-0.2	-0.1	0.4	0.3
ENSG00000165879	FRAT1	-0.6	-0.4	0.9		-0.8	-0.6	-0.8	-0.4	-2.6	-3.1	-0.6	0.99	-1.7		-1.8	0.2	-0.1	-0.9	-0.5
ENSG00000165886	UBTD1	-0.4	-0.5	0.8		-0.2	-0.1	0.2	0.2	1.4	0.7	-1.9	-1.4	0.5		0.9	-1.0	0.2	2.8	-0.2
ENSG00000165887	ANKRD2	-0.4	-0.6	0.9		0.99	0.1	0.99	0.5	3.7	2.2	-0.9	-0.9	1.4					0.99	0.99
ENSG00000165891	E2F7	-0.3	-0.3			-1.9	1.9	1.8	3.9	-0.2	-0.9	2.6	1.1	-3.0		0.99	0.3	0.8	7.4	0.4
ENSG00000165895	ARHGAP42		0.3			0.99	-1.9	-1.9	0.9	0.1	-0.7	-1.0	3.8	0.5	0.3	-0.3	-0.6	-0.2	-2.3	-0.3
ENSG00000165898	ISCA2	-0.5	-0.7			0.99	-0.9	-0.9	0.99	-2.0	0.99	0.3	-2.1	-0.1		-0.7	0.99	0.2	0.4	-0.7
ENSG00000165905	LARGE2	-0.4				0.99	-0.5	-0.5	-0.2	0.3	-0.4	1.4	-1.8	1.9	-0.8		0.99		-3.9	0.2
ENSG00000165912	PACSIN3	-0.7		0.9		-0.4	0.99	0.99	0.3	0.6	-0.1	-0.8	-2.6	-0.1	-0.7	0.2	-0.9	-0.1	5.9	
ENSG00000165914	TTC7B	0.6	-0.5			-1.6	1.3	1.4	1.5	1.0	-0.1	0.3	-0.8	-0.9		0.3	-0.1	0.2	3.5	-0.7
ENSG00000165915	SLC39A13					-0.8	0.2	0.99	0.99	-0.4	0.5	-0.2	0.99	0.7	-0.6	0.3	-0.8	-0.2	-1.2	-0.2
ENSG00000165916	PSMC3	0.2	-0.9	-3.6	-1.2	1.2	0.3	0.99	0.8	0.4	1.3	0.9	-0.8	-0.2	-0.8	1.7	0.99	0.4	1.8	-0.7
ENSG00000165917	RAPSN	0.4	-0.6	0.7		0.99	0.99	-0.1	0.2	3.3	1.4	0.8	-0.5	0.1	0.99	0.99		-0.3	-1.4	-0.1
ENSG00000165923	AGBL2	-1.2	-0.1	0.7		-0.3	-0.2	-0.5	-0.1	1.1	-0.5	-0.1	-0.1	0.5	-0.1	0.99			-1.7	
ENSG00000165929	TC2N	-0.1	0.7			-1.5	0.99	-0.1	0.6	0.7	0.99	-1.4	1.0	-0.3		-2.9	-1.4		-3.2	0.99
ENSG00000165934	CPSF2	0.9	0.8			-0.2	0.4	0.5	0.6	0.2	-0.4	0.5	2.2	-0.7		0.6	0.2	0.1	0.3	-0.5
ENSG00000165935	SMCO2									0.6	0.9	1.3		-0.6					2.7	
ENSG00000165943	MOAP1	0.4	0.2	-1.0		-1.3	-1.2	-1.2	-1.7	-1.1	0.7	0.2	1.2	-0.5		0.99	0.99	0.3	-1.7	0.5
ENSG00000165948	IFI27L1	-0.4				-0.5	-0.3	-0.5	0.99	-0.3	0.5	1.9	-0.7	0.2			-0.4	-0.2	3.1	0.99
ENSG00000165949	IFI27		-0.4	-1.6		0.6	2.2	2.4	3.2	-2.1	-2.0	-1.6	0.99	0.3		-1.2	0.99		2.3	4.2
ENSG00000165959	CLMN	1.1	0.7	0.8	0.99	0.8	0.3	0.6	-0.9	0.1	-0.8	-0.1	2.0	0.1		-0.6	-0.4	0.1	0.6	0.99
ENSG00000165972	CCDC38	0.3				-0.4	-0.3	-0.2	0.99	2.3	1.6	0.9	-0.7	0.5					-3.2	
ENSG00000165983	PTER	-0.2	1.4	-2.4	-1.2	0.5	1.7	1.8	0.2	-0.3	-0.6	-0.2	1.3	-0.6		1.7		0.1	-1.1	-0.2
ENSG00000165985	C1QL3									-1.0	-1.7	1.0		-0.9					-3.4	
ENSG00000165995	CACNB2	0.2		0.7		-0.1	0.2	0.99	1.0	-0.6	-1.8	0.3		-0.6			-0.1	0.2	-3.5	0.5
